City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Seoul,KR,37.5683,126.9778,65.8,36,0,6.91,clear sky
347,Kutum,SD,14.2,24.6667,80.22,14,37,10.45,scattered clouds
348,Barkot,IN,30.8167,78.2,64.45,61,18,3.11,few clouds
349,Svetlaya,RU,46.5389,138.3297,42.67,82,88,10.42,overcast clouds
350,Gap,FR,44.6667,6.0,37.83,94,100,2.95,light rain
351,La Ronge,CA,55.1001,-105.2842,41.25,70,75,13.8,broken clouds
352,Rabo De Peixe,PT,37.8,-25.5833,62.11,77,75,11.5,broken clouds
353,Trogir,HR,43.5125,16.2517,56.89,71,0,1.14,clear sky
354,Marfino,RU,55.7028,37.3822,33.94,74,0,6.71,clear sky
355,Faya,SA,18.3851,42.4509,64.51,60,3,1.97,clear sky
356,Bereda,ES,43.2686,-7.5406,49.57,94,96,5.1,overcast clouds
357,Benjamin Constant,BR,-4.3831,-70.0311,77.13,98,100,2.93,overcast clouds
358,Muisne,EC,0.6,-80.0333,75.72,86,91,8.84,overcast clouds
359,Pemangkat,ID,1.1667,108.9667,78.28,88,100,5.57,overcast clouds
360,Rantepao,ID,-2.9701,119.8978,77.47,78,99,1.72,overcast clouds
361,Youghal,IE,51.95,-7.8506,51.01,98,100,6.33,overcast clouds
362,Apache Junction,US,33.4151,-111.5496,89.78,7,0,12.66,"sand,dust whirls"
363,Vanavara,RU,60.34,102.2797,34.97,75,81,8.16,broken clouds
364,Dunedin,NZ,-45.8742,170.5036,60.8,68,11,4.0,few clouds
365,Qaqortoq,GL,60.7167,-46.0333,32.05,75,100,3.31,overcast clouds
366,Dauphin,CA,51.1494,-100.0502,64.54,45,0,10.36,clear sky
367,Swan River,CA,52.1058,-101.2676,51.69,58,100,17.27,overcast clouds
368,Jipijapa,EC,-1.3333,-80.5833,74.7,85,100,3.8,light rain
369,Nabire,ID,-3.3667,135.4833,86.13,69,28,2.64,scattered clouds
370,Harper,LR,4.375,-7.7169,80.8,83,51,4.59,broken clouds
371,Tuatapere,NZ,-46.1333,167.6833,63.99,68,100,5.3,overcast clouds
372,Aswan,EG,24.0934,32.907,78.1,29,0,10.36,clear sky
373,Pacific Grove,US,36.6177,-121.9166,65.34,83,0,9.22,clear sky
374,Sande,DE,53.5049,8.0142,39.02,82,100,2.51,overcast clouds
375,Shatsk,RU,54.0258,41.7119,32.77,82,4,10.4,clear sky
376,Sechura,PE,-5.5569,-80.8222,69.8,73,55,16.98,broken clouds
377,Puri,IN,19.8,85.85,82.92,88,8,11.32,clear sky
378,Jijiang,CN,29.2906,106.2542,75.36,58,95,2.33,overcast clouds
379,Ancud,CL,-41.8697,-73.8203,53.85,98,100,6.11,overcast clouds
380,Kalmunai,LK,7.4167,81.8167,80.94,81,59,3.69,broken clouds
381,Lata,PT,40.1629,-8.3327,56.07,76,6,2.71,clear sky
382,Newport,GB,51.5877,-2.9984,51.82,85,16,4.97,few clouds
383,Mananjary,MG,-21.2167,48.3333,67.48,90,35,6.82,scattered clouds
384,Changji,CN,44.0167,87.3167,70.59,40,0,2.24,clear sky
385,Kirakira,SB,-10.4544,161.9205,84.33,71,31,6.87,scattered clouds
386,Smoky Lake,CA,54.1169,-112.4686,62.76,41,100,8.05,overcast clouds
387,Adrar,MR,20.5022,-10.0711,77.95,19,10,11.48,clear sky
388,Modakeke,NG,7.3833,4.2667,72.21,99,100,1.5,overcast clouds
389,Bairiki,KI,1.3292,172.9752,86.0,70,20,12.66,few clouds
390,Guerrero Negro,MX,27.9769,-114.0611,62.55,68,0,18.32,clear sky
391,Auch,FR,43.65,0.5833,53.46,82,81,4.0,broken clouds
392,Ahipara,NZ,-35.1667,173.1667,69.98,59,0,7.36,clear sky
393,Hammerfest,NO,70.6634,23.6821,25.25,80,0,3.44,clear sky
394,Gigmoto,PH,13.7796,124.39,84.88,70,24,9.91,few clouds
395,Cap-Aux-Meules,CA,47.3821,-61.8597,46.45,87,100,12.66,overcast clouds
396,Tuy Hoa,VN,13.0833,109.3,77.59,85,100,6.82,overcast clouds
397,Abha,SA,18.2164,42.5053,64.22,77,0,0.0,clear sky
398,Khailar,IN,25.35,78.5333,86.43,40,11,6.15,few clouds
399,Kahului,US,20.8947,-156.47,84.22,65,40,26.46,scattered clouds
400,Camacha,PT,33.0833,-16.3333,60.22,72,75,11.5,broken clouds
401,Khandyga,RU,62.6667,135.6,37.09,86,100,8.16,light rain
402,Linqiong,CN,30.4159,103.4609,69.62,52,91,1.21,overcast clouds
403,Thinadhoo,MV,0.5333,72.9333,82.17,81,100,23.13,overcast clouds
404,Adancata,RO,47.7333,26.3,53.78,50,75,3.44,broken clouds
405,Atherton,GB,53.5237,-2.4935,50.43,89,27,1.01,scattered clouds
406,Pimenta Bueno,BR,-11.6725,-61.1936,70.38,90,62,3.58,broken clouds
407,Saint-Augustin,CA,51.226,-58.6502,36.54,89,100,12.64,overcast clouds
408,Fecamp,FR,49.7579,0.3746,52.68,97,6,9.04,clear sky
409,Coquimbo,CL,-29.9533,-71.3436,55.13,94,0,5.75,clear sky
410,Kalengwa,ZM,-13.4659,25.0027,61.16,72,95,7.83,overcast clouds
411,Manzanillo,CU,20.3433,-77.1167,76.69,81,6,5.86,clear sky
412,Mezen,RU,65.8522,44.24,23.47,92,100,5.97,overcast clouds
413,Grindavik,IS,63.8424,-22.4338,37.35,64,0,1.14,clear sky
414,Dalmeny,CA,52.3334,-106.7679,71.33,24,100,17.27,overcast clouds
415,Kavaratti,IN,10.5669,72.642,85.44,73,100,14.41,overcast clouds
416,Ornskoldsvik,SE,63.2909,18.7153,34.75,93,100,3.44,overcast clouds
417,Samana,DO,19.2056,-69.3369,78.76,85,59,10.8,broken clouds
418,Frontera,MX,26.9333,-101.45,96.55,36,40,17.27,scattered clouds
419,Jerecuaro,MX,20.15,-100.5167,79.45,22,95,7.94,overcast clouds
420,Mokrous,RU,51.2333,47.5167,48.0,58,100,7.7,overcast clouds
421,Santa Marta,CO,11.2408,-74.199,87.85,69,75,9.22,broken clouds
422,Shubarkuduk,KZ,49.1447,56.4872,44.73,83,0,5.17,clear sky
423,Miraflores,MX,19.2167,-98.8083,79.56,46,100,4.03,overcast clouds
424,Qasigiannguit,GL,68.8193,-51.1922,17.85,97,52,4.83,broken clouds
425,Agropoli,IT,40.3469,14.9966,58.44,81,27,3.6,scattered clouds
426,Paarl,ZA,-33.7338,18.9752,59.02,45,80,3.15,broken clouds
427,Shingu,JP,33.7333,135.9833,68.2,48,100,3.24,overcast clouds
428,San Quintin,MX,30.4833,-115.95,63.09,72,0,9.71,clear sky
429,Launceston,AU,-41.45,147.1667,54.16,77,100,13.8,overcast clouds
430,Chaozhou,CN,23.6651,116.6379,75.06,68,100,1.03,overcast clouds
431,Solnechnyy,RU,50.7214,136.6319,47.44,70,100,8.43,light rain
432,Awjilah,LY,29.1081,21.2869,66.69,35,5,8.86,clear sky
433,Bonthe,SL,7.5264,-12.505,81.09,82,79,3.53,light rain
434,Williamsburg,US,37.2707,-76.7075,73.45,89,40,1.99,scattered clouds
435,Ushtobe,KZ,45.2514,77.9838,65.79,75,100,14.03,overcast clouds
436,Vao,NC,-22.6667,167.4833,75.45,77,37,15.28,scattered clouds
437,La Paz,BO,-16.5,-68.15,46.38,56,0,6.91,clear sky
438,Hobyo,SO,5.3505,48.5268,83.37,70,80,14.63,broken clouds
439,Poletayevo,RU,55.0336,61.1138,49.82,54,10,8.39,clear sky
440,Talakan,RU,50.3167,130.3667,53.06,54,100,4.25,overcast clouds
441,Conchal,BR,-22.3303,-47.1725,60.96,79,1,4.65,clear sky
442,Shelburne,CA,44.0787,-80.2041,50.79,79,4,6.46,clear sky
443,Bondo,CD,3.8146,23.6866,70.99,86,100,2.26,overcast clouds
444,Asyut,EG,27.181,31.1837,68.18,45,1,13.98,clear sky
445,Lilongwe,MW,-13.9669,33.7873,56.41,89,89,3.58,overcast clouds
446,Sotnikovo,RU,51.8845,107.4791,39.29,60,40,11.18,scattered clouds
447,Cabinda,AO,-5.55,12.2,78.6,91,100,4.07,overcast clouds
448,Khatanga,RU,71.9667,102.5,16.54,92,58,7.45,broken clouds
449,Teluk Nibung,ID,3.001,99.8164,78.98,90,100,6.24,overcast clouds
450,Shatrovo,RU,56.5167,64.6333,44.56,52,15,7.58,few clouds
451,Malegaon,IN,20.55,74.5333,81.05,39,0,10.16,clear sky
452,Constitucion,CL,-35.3333,-72.4167,56.16,78,95,2.66,overcast clouds
453,Tubuala,PA,9.5167,-79.0333,82.17,82,100,3.18,overcast clouds
454,Neyshabur,IR,36.2133,58.7958,57.49,74,0,1.05,clear sky
455,Mitchell,US,43.7094,-98.0298,51.78,71,100,11.5,overcast clouds
456,Noumea,NC,-22.2763,166.4572,82.38,99,0,12.28,clear sky
457,Paraiso,CR,9.8383,-83.8656,67.42,97,100,2.48,overcast clouds
458,Pedernales,DO,18.0384,-71.744,79.92,75,47,7.23,scattered clouds
459,Booue,GA,-0.0921,11.9385,72.97,99,100,1.05,overcast clouds
460,Tamiahua,MX,21.2667,-97.45,79.92,92,1,9.55,clear sky
461,Kourou,GF,5.1552,-52.6478,79.11,92,100,3.74,overcast clouds
462,Keflavik,IS,64.0049,-22.5624,37.31,64,0,1.14,clear sky
463,Juneau,US,58.3019,-134.4197,44.98,95,100,20.71,overcast clouds
464,Tessalit,ML,20.1986,1.0114,83.35,19,92,7.11,overcast clouds
465,Butembo,CD,0.15,29.2833,56.3,97,97,2.66,overcast clouds
466,Neiafu,TO,-18.65,-173.9833,78.89,69,8,6.4,clear sky
467,Iquitos,PE,-3.7481,-73.2472,77.04,94,75,0.0,broken clouds
468,Balad,IQ,34.0164,44.1453,72.82,49,0,14.45,clear sky
469,Tura,IN,25.5198,90.2201,74.8,72,3,2.8,clear sky
470,Fenoarivo Atsinanana,MG,-17.3667,49.4167,70.11,87,80,9.37,broken clouds
471,Kermanshah,IR,34.3142,47.065,65.3,32,0,11.5,dust
472,Latung,PH,5.5,120.8833,83.52,73,100,7.05,moderate rain
473,Mount Gambier,AU,-37.8333,140.7667,46.31,93,100,8.05,light intensity shower rain
474,Hambantota,LK,6.1241,81.1185,79.14,94,20,3.44,few clouds
475,Salina,US,38.8403,-97.6114,52.02,89,100,9.22,overcast clouds
476,Dwarka,IN,22.2394,68.9678,81.54,82,13,10.07,few clouds
477,Bay Roberts,CA,47.5999,-53.2648,40.51,86,100,1.01,overcast clouds
478,Saint Anthony,US,45.0205,-93.218,62.91,42,0,4.61,clear sky
479,Dalby,AU,-27.1833,151.2667,79.99,51,25,3.0,scattered clouds
480,Severnyy,RU,50.677,36.5532,39.24,60,0,13.42,clear sky
481,Jawhar,SO,2.7809,45.5005,77.32,82,80,7.94,broken clouds
482,Ruangwa,TZ,-10.0667,38.9333,66.88,91,45,3.56,scattered clouds
483,Amos,CA,48.5669,-78.1162,42.19,72,52,4.32,broken clouds
484,Ewa Beach,US,21.3156,-158.0072,82.35,58,40,19.57,scattered clouds
485,Santa Cruz,BO,-17.8,-63.1667,60.26,82,10,3.44,clear sky
486,Cururupu,BR,-1.8283,-44.8683,74.59,97,98,2.68,overcast clouds
487,Yumen,CN,40.2833,97.2,70.32,27,100,15.28,overcast clouds
488,Torres,BR,-29.3353,-49.7269,65.82,87,54,13.13,broken clouds
489,Inta,RU,66.0317,60.1659,21.9,69,96,15.61,overcast clouds
490,Ascension,US,30.2169,-90.9001,83.01,78,28,6.42,scattered clouds
491,Ganzhou,CN,28.8184,115.4327,74.55,56,0,1.95,clear sky
492,Arequipa,PE,-16.3989,-71.535,57.27,67,0,4.61,clear sky
493,Bowen,AU,-20.0167,148.2333,78.58,69,0,5.41,clear sky
494,Pauini,BR,-7.7136,-66.9764,71.6,97,89,2.53,overcast clouds
495,Riyadh,SA,24.6877,46.7219,82.54,15,0,5.1,clear sky
496,Suntar,RU,62.1444,117.6319,35.13,82,100,8.05,light snow
497,Biskamzha,RU,53.4497,89.5272,35.91,53,100,5.01,overcast clouds
498,Alghero,IT,40.5589,8.3181,60.89,88,100,5.75,light rain
499,Togur,RU,58.3631,82.8265,41.47,61,100,5.1,overcast clouds
500,Barcelona,ES,41.3888,2.159,61.02,79,20,8.05,few clouds
501,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,44.94,76,100,4.54,overcast clouds
502,Normandin,CA,48.8333,-72.5321,44.91,60,14,13.8,few clouds
503,Nebbi,UG,2.4783,31.0889,67.17,92,100,3.24,light rain
504,Safaga,EG,26.7292,33.9365,73.13,48,5,22.21,clear sky
505,Mecca,SA,21.4267,39.8261,82.53,39,0,3.09,clear sky
506,Garden City,US,42.3256,-83.331,59.0,63,75,6.91,broken clouds
507,Oum Hadjer,TD,13.2954,19.6966,90.91,33,100,12.24,overcast clouds
508,Kathu,TH,7.9178,98.3332,84.69,99,98,4.68,light rain
509,Aitape,PG,-3.1374,142.3475,85.48,68,51,3.02,broken clouds
510,Kumluca,TR,36.3703,30.2869,63.28,70,47,3.67,scattered clouds
511,Dolores,AR,-36.3132,-57.6792,49.78,66,34,7.81,scattered clouds
512,Mocuba,MZ,-16.8392,36.9856,63.95,98,53,4.09,broken clouds
513,Russellville,US,35.2784,-93.1338,68.14,70,0,5.75,clear sky
514,Logan Lake,CA,50.4998,-120.8025,48.04,78,100,11.5,overcast clouds
515,Pisco,PE,-13.7,-76.2167,64.45,82,0,16.11,clear sky
516,Eureka,US,40.8021,-124.1637,59.2,83,100,3.0,overcast clouds
517,Goderich,CA,43.7501,-81.7165,43.12,81,10,9.22,clear sky
518,Batie,BF,9.8833,-2.9167,83.43,60,100,5.75,overcast clouds
519,Asfi,MA,32.2994,-9.2372,61.39,91,0,12.97,clear sky
520,Belmonte,BR,-15.8631,-38.8828,78.21,85,0,10.07,clear sky
521,Talnakh,RU,69.4865,88.3972,34.21,97,100,23.04,snow
522,Gizo,SB,-8.103,156.8419,85.84,59,12,6.17,few clouds
523,Salalah,OM,17.0151,54.0924,84.29,84,20,4.61,few clouds
524,Maceio,BR,-9.6658,-35.7353,76.44,88,20,2.3,few clouds
525,Pocoes,BR,-14.5297,-40.3653,65.23,97,17,3.67,few clouds
526,Vicosa Do Ceara,BR,-3.5622,-41.0922,67.37,93,20,0.69,few clouds
527,Salinopolis,BR,-0.6136,-47.3561,77.94,88,97,7.2,overcast clouds
528,Beringovskiy,RU,63.05,179.3167,27.82,75,63,10.87,broken clouds
529,Kozhva,RU,65.1073,57.0459,23.49,65,6,6.06,clear sky
530,Port Lincoln,AU,-34.7333,135.8667,57.2,55,97,20.47,overcast clouds
531,Livingston,GB,55.9029,-3.5226,46.94,87,0,9.22,clear sky
532,Jumla,NP,29.2747,82.1838,56.59,75,64,1.57,broken clouds
533,Vodnyy,RU,63.5046,53.4095,25.03,85,37,3.02,scattered clouds
534,Ihosy,MG,-22.4,46.1167,60.35,89,92,8.59,overcast clouds
535,Fort Morgan,US,40.2503,-103.8,48.85,81,100,6.91,overcast clouds
536,Doka,SD,13.5167,35.7667,82.8,53,0,11.12,clear sky
537,Ratnagiri,IN,16.9833,73.3,79.81,81,7,6.38,clear sky
538,Halifax,CA,44.6453,-63.5724,43.68,90,100,5.75,light intensity shower rain
539,Bojonegoro,ID,-7.1502,111.8817,80.53,81,100,2.91,overcast clouds
540,Berlevag,NO,70.8578,29.0864,22.8,64,100,6.49,light snow
541,Redding,US,40.5865,-122.3917,89.37,21,0,11.5,clear sky
542,Ibra,OM,22.6906,58.5334,78.24,31,0,3.8,clear sky
543,Muriti,TZ,-1.9833,32.9167,71.24,77,39,12.71,light rain
544,Lang Son,VN,21.8333,106.7333,73.83,53,100,1.54,overcast clouds
545,Kindersley,CA,51.4668,-109.1682,71.62,26,75,18.41,broken clouds
546,Ozernovskiy,RU,51.5,156.5167,35.15,89,67,11.45,broken clouds
547,San Joaquin,US,37.9333,-121.3011,91.13,17,0,7.74,clear sky
548,Nioro,GM,13.35,-15.75,81.16,38,5,7.2,clear sky
549,Morehead,US,37.2711,-87.1764,59.95,77,100,0.0,overcast clouds
550,Terrace,CA,54.5163,-128.6035,48.11,66,100,18.41,overcast clouds
551,Nouakchott,MR,18.0858,-15.9785,69.73,74,0,15.28,clear sky
552,Ginir,ET,7.1333,40.7,56.3,82,54,3.83,broken clouds
553,Olafsvik,IS,64.8945,-23.7142,36.27,60,96,4.72,overcast clouds
554,Thunder Bay,CA,48.4001,-89.3168,49.98,43,75,9.22,broken clouds
555,Acheng,CN,45.5454,126.977,76.73,30,100,24.81,overcast clouds
556,Toro,CO,4.6117,-76.0814,77.68,97,100,3.85,overcast clouds
557,Verkhnevilyuysk,RU,63.4453,120.3167,33.03,92,100,4.41,light snow
558,Jishou,CN,28.3167,109.7167,73.71,58,8,1.36,clear sky
559,Bage,BR,-31.3314,-54.1069,55.18,88,0,3.44,clear sky
560,Zhuanghe,CN,39.7008,122.9911,59.9,67,100,11.14,overcast clouds
561,Lavrentiya,RU,65.5833,-171.0,29.12,76,39,5.95,scattered clouds
562,Ranong,TH,9.9658,98.6348,76.93,90,97,4.05,overcast clouds
563,Kodinsk,RU,58.6881,99.1844,39.06,67,17,3.96,few clouds
564,Manaus,BR,-3.1019,-60.025,77.49,94,75,2.3,broken clouds
565,Scarborough,GB,54.2797,-0.4044,49.57,86,11,3.0,few clouds
566,Litovko,RU,49.2361,135.1742,54.52,56,100,5.75,overcast clouds
567,Pitimbu,BR,-7.4706,-34.8086,79.39,85,45,10.51,scattered clouds
568,Poronaysk,RU,49.2167,143.1167,40.14,76,82,15.41,broken clouds
569,Brae,GB,60.3964,-1.353,46.42,76,100,15.64,overcast clouds
570,Gallup,US,35.5281,-108.7426,61.56,15,0,18.41,clear sky
571,Shinpokh,PK,34.3292,71.1782,67.41,54,2,2.59,clear sky
572,Aki,JP,33.5,133.9,67.95,49,100,2.37,overcast clouds
573,Liwale,TZ,-9.7667,37.9333,65.05,88,100,4.74,overcast clouds
574,Perez,AR,-32.9983,-60.7679,61.05,72,0,2.3,clear sky
575,Mackenzie,CA,55.2999,-123.1698,52.02,43,20,11.5,few clouds
576,Bull Savanna,JM,17.8868,-77.5902,75.51,84,7,11.45,clear sky
577,Ixtapa,MX,20.7,-105.2,78.03,73,40,13.8,scattered clouds
578,Tevaitoa,PF,-16.7833,-151.5,81.18,78,32,12.5,scattered clouds
579,Kayes,ML,14.0,-11.0,91.24,21,7,2.57,clear sky
580,Aranos,NA,-24.1333,19.1167,59.13,38,0,8.08,clear sky
581,Teguldet,RU,57.3064,88.1667,42.22,50,1,6.51,clear sky
582,Moura,PT,38.1401,-7.4486,59.11,63,1,2.77,clear sky
583,Nantucket,US,41.2835,-70.0995,55.54,98,100,5.75,fog
584,Hastings,GB,50.8552,0.5729,52.79,84,4,8.14,clear sky
585,Darasun,RU,51.6667,114.0,41.54,26,100,12.73,overcast clouds
586,Honggang,CN,46.4667,124.8667,68.88,35,100,6.11,overcast clouds
587,Chernyshevskiy,RU,63.0128,112.4714,30.83,70,72,10.78,broken clouds
588,Dawei,MM,14.0833,98.2,81.36,66,66,4.36,broken clouds
589,Langsa,ID,4.4683,97.9683,77.14,94,98,1.16,overcast clouds
590,Tarpon Springs,US,28.1461,-82.7568,81.14,80,0,5.75,clear sky
591,Geraldton,AU,-28.7667,114.6,61.21,51,0,24.16,clear sky
592,Arvin,US,35.2091,-118.8284,89.73,26,0,8.23,clear sky
593,Sierra Vista,US,31.5545,-110.3037,80.76,9,0,16.11,clear sky
594,Yelizovo,RU,53.1873,158.3805,44.74,60,0,7.0,clear sky
595,Kapoeta,SS,4.7717,33.5903,76.91,59,92,7.56,overcast clouds
596,Aykhal,RU,66.0,111.5,24.28,88,98,11.36,overcast clouds
597,Verkh-Usugli,RU,52.7,115.1667,40.78,19,100,10.29,overcast clouds
598,Bara,NG,10.3744,10.7288,82.98,57,100,11.14,overcast clouds
599,Phibun Mangsahan,TH,15.2447,105.2291,80.1,70,79,4.34,broken clouds
600,Taltal,CL,-25.4,-70.4833,61.79,80,93,3.44,overcast clouds
601,Mananara,MG,-16.1667,49.7667,71.1,91,70,6.33,broken clouds
602,Mitu,CO,1.1983,-70.1733,73.02,98,100,1.79,heavy intensity rain
603,Taiyuan,CN,37.8694,112.5603,67.86,37,0,4.47,clear sky
604,Male,MV,4.1748,73.5089,84.15,84,75,14.97,light rain
605,Zhigansk,RU,66.7697,123.3711,22.87,83,19,10.18,few clouds
606,Lowicz,PL,52.1071,19.9453,50.18,63,100,11.23,overcast clouds
607,South Lake Tahoe,US,38.9332,-119.9844,72.27,32,0,9.22,clear sky
608,Camocim,BR,-2.9022,-40.8411,76.59,89,55,10.25,broken clouds
609,Portarlington,IE,53.1622,-7.1911,50.04,88,76,1.99,broken clouds
610,Sangueya,GN,10.7,-14.3667,78.15,72,30,2.53,scattered clouds
611,Maracaibo,VE,10.6317,-71.6406,81.0,78,84,17.58,broken clouds
612,Puerto Leguizamo,CO,-0.1934,-74.7819,73.81,97,100,2.71,moderate rain
613,Buchanan,LR,5.8808,-10.0467,79.86,86,72,2.64,light rain
614,Udhampur,IN,32.9333,75.1333,67.73,55,8,7.92,clear sky
615,Sao Miguel,BR,-5.4667,-35.3667,77.77,91,82,11.41,broken clouds
616,Tahoua,NE,14.8888,5.2692,89.58,20,0,4.61,clear sky
617,San Cristobal,VE,7.7669,-72.225,77.18,80,100,1.99,overcast clouds
618,Ust-Koksa,RU,50.2696,85.6108,50.18,64,99,2.48,overcast clouds
619,Dangriga,BZ,16.9692,-88.2321,80.28,85,100,12.33,overcast clouds
620,San Ignacio,BZ,17.1561,-89.0714,89.74,58,75,11.5,broken clouds
621,Vanimo,PG,-2.6741,141.3028,86.68,66,96,3.18,overcast clouds
622,Holme,DK,56.1138,10.1725,41.18,82,100,5.84,overcast clouds
623,Hami,CN,42.8,93.45,78.28,25,100,12.5,overcast clouds
624,Narsaq,GL,60.9167,-46.05,37.62,57,100,5.73,overcast clouds
625,Yasnogorsk,RU,54.4803,37.6975,29.64,86,14,7.54,few clouds
626,Solwezi,ZM,-12.1688,26.3894,55.4,94,1,5.5,clear sky
627,Jackson,US,42.4165,-122.8345,82.27,25,0,12.66,clear sky
628,Praya,CV,14.9215,-23.5087,70.34,83,0,14.97,clear sky
629,Navahrudak,BY,53.6,25.8333,33.8,66,46,5.77,scattered clouds
630,Guanay,BO,-15.4975,-67.8797,64.8,96,68,1.1,broken clouds
631,Marsh Harbour,BS,26.5412,-77.0636,77.16,74,100,0.2,overcast clouds
632,Kudahuvadhoo,MV,2.6708,72.8944,82.15,72,100,18.66,overcast clouds
633,Bawku,GH,11.0616,-0.2417,87.44,46,100,13.8,overcast clouds
634,Moyale,KE,3.5167,39.0584,64.54,92,33,3.18,light rain
635,Samarai,PG,-10.6167,150.6667,83.35,76,67,8.84,broken clouds
636,Port Augusta,AU,-32.5,137.7667,58.44,50,48,16.71,scattered clouds
637,Sinnamary,GF,5.3833,-52.95,75.97,89,100,4.83,overcast clouds
638,Wajir,KE,1.7471,40.0573,74.41,85,9,10.98,clear sky
639,Lao Cai,VN,22.4833,103.95,75.72,62,100,0.94,overcast clouds
640,Krasnik,PL,50.9236,22.2271,47.28,61,86,13.51,overcast clouds
641,Sangar,RU,63.9242,127.4739,35.49,87,100,6.51,overcast clouds
642,Chapais,CA,49.7834,-74.8492,31.78,76,19,7.92,few clouds
643,Kholmogory,RU,64.2229,41.656,25.09,85,100,5.97,overcast clouds
644,Montrose,US,38.4166,-108.2673,42.37,37,24,13.2,few clouds
645,Saint-Paul,RE,-21.0096,55.2707,75.31,78,15,1.3,few clouds
646,Guanare,VE,9.0418,-69.7421,86.02,58,100,2.3,overcast clouds
647,Hualmay,PE,-11.0964,-77.6139,65.05,87,4,8.34,clear sky
648,Sur,OM,22.5667,59.5289,80.73,53,0,3.09,clear sky
649,Waingapu,ID,-9.6567,120.2641,84.16,67,100,10.92,overcast clouds
650,Ventspils,LV,57.3894,21.5606,35.53,75,0,2.3,clear sky
651,Abdanan,IR,32.9926,47.4198,72.16,27,98,6.71,overcast clouds
652,Tiznit,MA,29.5833,-9.5,56.95,84,73,3.98,broken clouds
653,Kawalu,ID,-7.3817,108.2082,77.77,87,45,0.83,scattered clouds
654,Smithers,CA,54.7804,-127.1743,44.92,70,100,8.05,light intensity shower rain
655,Kieta,PG,-6.2167,155.6333,86.02,66,29,4.29,scattered clouds
656,San Juan De Los Morros,VE,9.9115,-67.3538,79.25,66,38,2.57,scattered clouds
657,Chistoye,RU,56.5375,43.0045,29.44,80,18,6.93,few clouds
658,Lithakia,GR,37.7167,20.8333,52.97,76,0,4.07,clear sky
659,Troitskoye,RU,52.9821,84.6757,42.3,43,100,8.23,overcast clouds
660,Tilichiki,RU,60.4667,166.1,31.5,87,81,8.97,broken clouds
661,Chara,RU,56.9064,118.2631,31.96,58,94,5.01,overcast clouds
662,Ketchikan,US,55.3422,-131.6461,48.67,71,75,16.11,broken clouds
663,Cherepovets,RU,59.1333,37.9,27.81,85,63,6.58,broken clouds
664,Suhbaatar,MN,50.2314,106.2078,43.92,41,10,11.43,clear sky
665,Alta Floresta,BR,-9.8756,-56.0861,72.32,93,61,3.29,broken clouds
666,Reynosa,MX,26.0833,-98.2833,84.97,68,0,23.02,clear sky
667,Saint-Leu,RE,-21.15,55.2833,74.26,75,10,6.26,clear sky
668,Roald,NO,62.5833,6.1333,48.11,87,100,18.41,light rain
669,Cay,TR,38.5917,31.0286,42.57,81,91,8.12,overcast clouds
670,Usinsk,RU,65.9939,57.5281,20.3,78,9,10.29,clear sky
671,Anloga,GH,5.7947,0.8973,81.75,81,100,5.44,moderate rain
672,Jutai,BR,-5.1833,-68.9,74.17,98,100,4.27,light rain
673,Oktyabrskoye,RU,43.0645,44.7417,48.34,100,85,4.47,overcast clouds
674,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.5,87,93,16.08,overcast clouds
675,Shunyi,CN,40.125,116.6453,73.35,46,0,6.71,clear sky
676,Mariental,NA,-24.6333,17.9667,60.87,35,0,10.94,clear sky
677,Brigantine,US,39.4101,-74.3646,62.2,91,100,5.75,overcast clouds
678,Gaoua,BF,10.2992,-3.2508,85.48,52,100,7.63,overcast clouds
679,Chulman,RU,56.8479,124.9104,32.36,76,94,8.5,light snow
680,Lovington,US,32.944,-103.3485,82.33,11,89,4.0,overcast clouds
681,Garowe,SO,8.4054,48.4845,81.9,59,100,9.75,overcast clouds
682,Paso Blanco,PA,9.1333,-79.2333,80.22,83,75,9.22,broken clouds
683,Crotone,IT,39.0851,17.1178,59.2,72,5,1.79,clear sky
684,Milan,IT,45.4643,9.1895,60.03,77,20,1.99,few clouds
685,Isangel,VU,-19.55,169.2667,82.51,78,20,6.91,few clouds
686,Zlynka,RU,52.4267,31.7378,36.64,68,33,5.82,scattered clouds
